algorithm,num_elements,order,execution_time,replication
quick,10000,ordered,380361,7
quick,10000,ordered,375531,8
quick,10000,ordered,396662,9
quick,10000,ordered,398775,10
quick,10000,ordered,417190,1
quick,10000,ordered,381267,2
quick,10000,ordered,502621,3
quick,10000,ordered,521638,4
quick,10000,ordered,550316,5
quick,10000,ordered,481791,6
quick,10000,ordered,402699,7
quick,10000,ordered,399681,8
quick,10000,ordered,547599,9
quick,10000,ordered,426849,10
merge,10000,ordered,411454,1
merge,10000,ordered,372210,2
merge,10000,ordered,373418,3
merge,10000,ordered,372814,4
merge,10000,ordered,377342,5
merge,10000,ordered,428058,6
merge,10000,ordered,394247,7
merge,10000,ordered,374927,8
merge,10000,ordered,394851,9
merge,10000,ordered,582919,10
quick,10000,ordered,463376,1
quick,10000,ordered,551825,2
quick,10000,ordered,394247,3
quick,10000,ordered,378248,4
quick,10000,ordered,371305,5
quick,10000,ordered,370399,6
quick,10000,ordered,371607,7
quick,10000,ordered,372513,8
quick,10000,ordered,376135,9
quick,10000,ordered,374324,10
quick,10000,ordered,415681,1
quick,10000,ordered,401794,2
quick,10000,ordered,381266,3
quick,10000,ordered,387606,4
quick,10000,ordered,395455,5
quick,10000,ordered,395153,6
quick,10000,ordered,496885,7
quick,10000,ordered,593182,8
quick,10000,ordered,495376,9
quick,10000,ordered,383380,10
merge,10000,ordered,399379,1
merge,10000,ordered,379757,2
merge,10000,ordered,372512,3
merge,10000,ordered,375229,4
merge,10000,ordered,397266,5
merge,10000,ordered,396059,6
merge,10000,ordered,396360,7
merge,10000,ordered,376738,8
merge,10000,ordered,403907,9
merge,10000,ordered,396361,10
quick,10000,ordered,380965,1
quick,10000,ordered,373418,2
quick,10000,ordered,395455,3
quick,10000,ordered,377342,4
quick,10000,ordered,419604,5
quick,10000,ordered,376135,6
quick,10000,ordered,376437,7
quick,10000,ordered,399077,8
quick,10000,ordered,409039,9
quick,10000,ordered,414171,10
quick,10000,ordered,626992,1
quick,10000,ordered,470923,2
quick,10000,ordered,459151,3
quick,10000,ordered,372210,4
quick,10000,ordered,370399,5
quick,10000,ordered,410247,6
quick,10000,ordered,372513,7
quick,10000,ordered,394851,8
quick,10000,ordered,373116,9
quick,10000,ordered,379154,10
merge,10000,ordered,373116,1
merge,10000,ordered,374324,2
merge,10000,ordered,372512,3
merge,10000,ordered,373116,4
merge,10000,ordered,372815,5
merge,10000,ordered,373720,6
merge,10000,ordered,374323,7
merge,10000,ordered,374323,8
merge,10000,ordered,378550,9
merge,10000,ordered,374022,10
quick,10000,ordered,398473,1
quick,10000,ordered,376436,2
quick,10000,ordered,409945,3
quick,10000,ordered,395153,4
quick,10000,ordered,372814,5
quick,10000,ordered,373418,6
quick,10000,ordered,376135,7
quick,10000,ordered,377644,8
quick,10000,ordered,395757,9
quick,10000,ordered,385795,10
quick,10000,ordered,394851,1
quick,10000,ordered,417492,2
quick,10000,ordered,373117,3
quick,10000,ordered,374324,4
quick,10000,ordered,372814,5
quick,10000,ordered,374323,6
quick,10000,ordered,377040,7
quick,10000,ordered,374021,8
quick,10000,ordered,371607,9
quick,10000,ordered,394550,10
merge,10000,ordered,373418,1
merge,10000,ordered,395153,2
merge,10000,ordered,483602,3
merge,10000,ordered,429265,4
merge,10000,ordered,423831,5
merge,10000,ordered,382172,6
merge,10000,ordered,440434,7
merge,10000,ordered,435302,8
merge,10000,ordered,392134,9
merge,10000,ordered,384588,10
quick,10000,ordered,384889,1
quick,10000,ordered,437113,2
quick,10000,ordered,383078,3
quick,10000,ordered,408134,4
quick,10000,ordered,422019,5
quick,10000,ordered,387606,6
quick,10000,ordered,665934,7
quick,10000,ordered,447075,8
quick,10000,ordered,400889,9
quick,10000,ordered,402700,10
quick,10000,ordered,408738,1
quick,10000,ordered,395153,2
quick,10000,ordered,393040,3
quick,10000,ordered,378248,4
quick,10000,ordered,416888,5
quick,10000,ordered,373418,6
quick,10000,ordered,393644,7
quick,10000,ordered,370701,8
quick,10000,ordered,373116,9
quick,10000,ordered,395757,10
merge,10000,ordered,400285,1
merge,10000,ordered,404813,2
merge,10000,ordered,376135,3
merge,10000,ordered,395757,4
merge,10000,ordered,371305,5
merge,10000,ordered,394851,6
merge,10000,ordered,372211,7
merge,10000,ordered,371606,8
merge,10000,ordered,393945,9
merge,10000,ordered,375229,10
quick,10000,ordered,397870,1
quick,10000,ordered,376437,2
quick,10000,ordered,399078,3
quick,10000,ordered,630313,4
quick,10000,ordered,371607,5
quick,10000,ordered,483904,6
quick,10000,ordered,392738,7
quick,10000,ordered,372211,8
quick,10000,ordered,382474,9
quick,10000,ordered,379455,10
quick,10000,ordered,418096,1
quick,10000,ordered,383380,2
quick,10000,ordered,381266,3
quick,10000,ordered,386097,4
quick,10000,ordered,370701,5
quick,10000,ordered,371607,6
quick,10000,ordered,397266,7
quick,10000,ordered,392134,8
quick,10000,ordered,390323,9
quick,10000,ordered,385795,10
merge,10000,ordered,374021,1
merge,10000,ordered,387304,2
merge,10000,ordered,380663,3
merge,10000,ordered,381871,4
merge,10000,ordered,396663,5
merge,10000,ordered,372512,6
merge,10000,ordered,379456,7
merge,10000,ordered,380663,8
merge,10000,ordered,412360,9
merge,10000,ordered,393946,10
quick,10000,ordered,373418,1
quick,10000,ordered,371908,2
quick,10000,ordered,534317,3
quick,10000,ordered,382173,4
quick,10000,ordered,402700,5
quick,10000,ordered,394851,6
quick,10000,ordered,428057,7
quick,10000,ordered,430170,8
quick,10000,ordered,375532,9
quick,10000,ordered,394851,10
quick,10000,ordered,427453,1
quick,10000,ordered,397870,2
quick,10000,ordered,399681,3
quick,10000,ordered,390323,4
quick,10000,ordered,373720,5
quick,10000,ordered,477867,6
quick,10000,ordered,499903,7
quick,10000,ordered,415077,8
quick,10000,ordered,455830,9
quick,10000,ordered,369192,10
merge,10000,ordered,379456,1
merge,10000,ordered,390323,2
merge,10000,ordered,413265,3
merge,10000,ordered,390021,4
merge,10000,ordered,371908,5
merge,10000,ordered,543373,6
merge,10000,ordered,442547,7
merge,10000,ordered,416284,8
merge,10000,ordered,393039,9
merge,10000,ordered,413265,10
quick,10000,ordered,417491,1
quick,10000,ordered,374625,2
quick,10000,ordered,392436,3
quick,10000,ordered,392436,4
quick,10000,ordered,392436,5
quick,10000,ordered,401190,6
quick,10000,ordered,419302,7
quick,10000,ordered,390625,8
quick,10000,ordered,393342,9
quick,10000,ordered,392738,10
quick,10000,ordered,417794,1
quick,10000,ordered,373418,2
quick,10000,ordered,393040,3
quick,10000,ordered,419907,4
quick,10000,ordered,416888,5
quick,10000,ordered,391530,6
quick,10000,ordered,374022,7
quick,10000,ordered,415077,8
quick,10000,ordered,392436,9
quick,10000,ordered,391229,10
merge,10000,ordered,391832,1
merge,10000,ordered,373116,2
merge,10000,ordered,413870,3
merge,10000,ordered,394549,4
merge,10000,ordered,413869,5
merge,10000,ordered,409341,6
merge,10000,ordered,409643,7
merge,10000,ordered,451000,8
merge,10000,ordered,479678,9
merge,10000,ordered,377041,10
quick,10000,ordered,530393,1
quick,10000,ordered,371305,2
quick,10000,ordered,374323,3
quick,10000,ordered,368890,4
quick,10000,ordered,370701,5
quick,10000,ordered,369493,6
quick,10000,ordered,370701,7
quick,10000,ordered,370399,8
quick,10000,ordered,383079,9
quick,10000,ordered,413265,10
quick,10000,ordered,440132,1
quick,10000,ordered,384889,2
quick,10000,ordered,376135,3
quick,10000,ordered,402096,4
quick,10000,ordered,397568,5
quick,10000,ordered,374625,6
quick,10000,ordered,376437,7
quick,10000,ordered,375229,8
quick,10000,ordered,376738,9
quick,10000,ordered,375833,10
merge,10000,ordered,376437,1
merge,10000,ordered,374928,2
merge,10000,ordered,376135,3
merge,10000,ordered,375531,4
merge,10000,ordered,376134,5
merge,10000,ordered,377040,6
merge,10000,ordered,409039,7
merge,10000,ordered,422925,8
merge,10000,ordered,415983,9
merge,10000,ordered,377946,10
quick,10000,ordered,374625,1
quick,10000,ordered,374022,2
quick,10000,ordered,373418,3
quick,10000,ordered,374022,4
quick,10000,ordered,374022,5
quick,10000,ordered,374626,6
quick,10000,ordered,422020,7
quick,10000,ordered,377946,8
quick,10000,ordered,765854,9
quick,10000,ordered,422019,10
quick,10000,ordered,511374,1
quick,10000,ordered,372512,2
quick,10000,ordered,371305,3
quick,10000,ordered,370400,4
quick,10000,ordered,374626,5
quick,10000,ordered,372814,6
quick,10000,ordered,374626,7
quick,10000,ordered,382474,8
quick,10000,ordered,374022,9
quick,10000,ordered,372211,10
merge,10000,ordered,430170,1
merge,10000,ordered,616729,2
merge,10000,ordered,384889,3
merge,10000,ordered,381871,4
merge,10000,ordered,380663,5
merge,10000,ordered,382173,6
merge,10000,ordered,374022,7
merge,10000,ordered,380663,8
merge,10000,ordered,373116,9
merge,10000,ordered,373720,10
quick,10000,ordered,372814,1
quick,10000,ordered,377342,2
quick,10000,ordered,372512,3
quick,10000,ordered,398473,4
quick,10000,ordered,396964,5
quick,10000,ordered,375229,6
quick,10000,ordered,379456,7
quick,10000,ordered,377343,8
quick,10000,ordered,395757,9
quick,10000,ordered,374021,10
quick,10000,ordered,401794,1
quick,10000,ordered,377645,2
quick,10000,ordered,375531,3
quick,10000,ordered,375229,4
quick,10000,ordered,375531,5
quick,10000,ordered,423529,6
quick,10000,ordered,414473,7
quick,10000,ordered,376135,8
quick,10000,ordered,438622,9
quick,10000,ordered,490243,10
merge,10000,ordered,428359,1
merge,10000,ordered,451603,2
merge,10000,ordered,372211,3
merge,10000,ordered,404210,4
merge,10000,ordered,380663,5
merge,10000,ordered,392135,6
merge,10000,ordered,381569,7
merge,10000,ordered,380361,8
merge,10000,ordered,383682,9
merge,10000,ordered,419906,10
quick,10000,ordered,374928,1
quick,10000,ordered,374324,2
quick,10000,ordered,397870,3
quick,10000,ordered,390926,4
quick,10000,ordered,383682,5
quick,10000,ordered,384588,6
quick,10000,ordered,383078,7
quick,10000,ordered,386096,8
quick,10000,ordered,385493,9
quick,10000,ordered,383984,10
quick,10000,ordered,415076,1
quick,10000,ordered,390323,2
quick,10000,ordered,389719,3
quick,10000,ordered,385795,4
quick,10000,ordered,372814,5
quick,10000,ordered,370097,6
quick,10000,ordered,394549,7
quick,10000,ordered,372815,8
quick,10000,ordered,394851,9
quick,10000,ordered,371305,10
merge,10000,ordered,372211,1
merge,10000,ordered,400889,2
merge,10000,ordered,373720,3
merge,10000,ordered,371908,4
merge,10000,ordered,392738,5
merge,10000,ordered,412964,6
merge,10000,ordered,372211,7
merge,10000,ordered,375833,8
merge,10000,ordered,370701,9
merge,10000,ordered,407832,10
quick,10000,ordered,385191,1
quick,10000,ordered,606163,2
quick,10000,ordered,476961,3
quick,10000,ordered,433189,4
quick,10000,ordered,437114,5
quick,10000,ordered,370701,6
quick,10000,ordered,413870,7
quick,10000,ordered,371003,8
quick,10000,ordered,370701,9
quick,10000,ordered,376738,10
quick,10000,ordered,387908,1
quick,10000,ordered,374927,2
quick,10000,ordered,373418,3
quick,10000,ordered,410851,4
quick,10000,ordered,421416,5
quick,10000,ordered,402699,6
quick,10000,ordered,387304,7
quick,10000,ordered,374324,8
quick,10000,ordered,406322,9
quick,10000,ordered,383078,10
merge,10000,ordered,380663,1
merge,10000,ordered,385191,2
merge,10000,ordered,372513,3
merge,10000,ordered,373418,4
merge,10000,ordered,373720,5
merge,10000,ordered,373720,6
merge,10000,ordered,373720,7
merge,10000,ordered,374625,8
merge,10000,ordered,373418,9
merge,10000,ordered,371305,10
quick,10000,ordered,394549,1
quick,10000,ordered,419001,2
quick,10000,ordered,373418,3
quick,10000,ordered,406322,4
quick,10000,ordered,376135,5
quick,10000,ordered,398172,6
quick,10000,ordered,375531,7
quick,10000,ordered,373720,8
quick,10000,ordered,393040,9
quick,10000,ordered,383380,10
quick,10000,ordered,428661,1
quick,10000,ordered,376437,2
quick,10000,ordered,374324,3
quick,10000,ordered,501715,4
quick,10000,ordered,414171,5
quick,10000,ordered,422926,6
quick,10000,ordered,420510,7
quick,10000,ordered,416284,8
quick,10000,ordered,415077,9
quick,10000,ordered,402096,10
merge,10000,ordered,384286,1
merge,10000,ordered,388814,2
merge,10000,ordered,375531,3
merge,10000,ordered,373116,4
merge,10000,ordered,374626,5
merge,10000,ordered,378248,6
merge,10000,ordered,399077,7
merge,10000,ordered,517111,8
merge,10000,ordered,435604,9
merge,10000,ordered,377343,10
quick,10000,ordered,375531,1
quick,10000,ordered,375230,2
quick,10000,ordered,420209,3
quick,10000,ordered,529789,4
quick,10000,ordered,497186,5
quick,10000,ordered,534317,6
quick,10000,ordered,502620,7
quick,10000,ordered,438623,8
quick,10000,ordered,471225,9
quick,10000,ordered,513488,10
quick,10000,ordered,381871,1
quick,10000,ordered,412964,2
quick,10000,ordered,389116,3
quick,10000,ordered,535525,4
quick,10000,ordered,433793,5
quick,10000,ordered,4256121,6
quick,10000,ordered,413568,7
quick,10000,ordered,460055,8
quick,10000,ordered,380663,9
quick,10000,ordered,391531,10
merge,10000,ordered,413869,1
merge,10000,ordered,390625,2
merge,10000,ordered,393643,3
merge,10000,ordered,379455,4
merge,10000,ordered,390625,5
merge,10000,ordered,414775,6
merge,10000,ordered,392738,7
merge,10000,ordered,385795,8
merge,10000,ordered,391530,9
merge,10000,ordered,426246,10
quick,10000,ordered,412662,1
quick,10000,ordered,392436,2
quick,10000,ordered,415680,3
quick,10000,ordered,373418,4
quick,10000,ordered,435604,5
quick,10000,ordered,409341,6
quick,10000,ordered,417189,7
quick,10000,ordered,414775,8
quick,10000,ordered,385493,9
quick,10000,ordered,382474,10
quick,10000,ordered,433189,1
quick,10000,ordered,403001,2
quick,10000,ordered,416888,3
quick,10000,ordered,389720,4
quick,10000,ordered,374626,5
quick,10000,ordered,390323,6
quick,10000,ordered,415982,7
quick,10000,ordered,392436,8
quick,10000,ordered,382475,9
quick,10000,ordered,403304,10
merge,10000,ordered,416887,1
merge,10000,ordered,412360,2
merge,10000,ordered,392738,3
merge,10000,ordered,409944,4
merge,10000,ordered,486017,5
merge,10000,ordered,370701,6
merge,10000,ordered,454622,7
merge,10000,ordered,415982,8
merge,10000,ordered,444661,9
merge,10000,ordered,427454,10
quick,10000,ordered,444057,1
quick,10000,ordered,370400,2
quick,10000,ordered,412360,3
quick,10000,ordered,390624,4
quick,10000,ordered,413869,5
quick,10000,ordered,391832,6
quick,10000,ordered,372211,7
quick,10000,ordered,413870,8
quick,10000,ordered,413567,9
quick,10000,ordered,391229,10
quick,10000,ordered,437416,1
quick,10000,ordered,399380,2
quick,10000,ordered,385795,3
quick,10000,ordered,414171,4
quick,10000,ordered,415681,5
quick,10000,ordered,393644,6
quick,10000,ordered,392738,7
quick,10000,ordered,414473,8
quick,10000,ordered,392134,9
quick,10000,ordered,394247,10
merge,10000,ordered,470320,1
merge,10000,ordered,413265,2
merge,10000,ordered,406624,3
merge,10000,ordered,423529,4
merge,10000,ordered,425341,5
merge,10000,ordered,396059,6
merge,10000,ordered,437415,7
merge,10000,ordered,399077,8
merge,10000,ordered,399077,9
merge,10000,ordered,381267,10
quick,10000,ordered,419001,1
quick,10000,ordered,403001,2
quick,10000,ordered,402700,3
quick,10000,ordered,402398,4
quick,10000,ordered,381568,5
quick,10000,ordered,491149,6
quick,10000,ordered,387304,7
quick,10000,ordered,422020,8
quick,10000,ordered,390021,9
quick,10000,ordered,394248,10
quick,10000,ordered,419303,1
quick,10000,ordered,380361,2
quick,10000,ordered,395153,3
quick,10000,ordered,371305,4
quick,10000,ordered,386701,5
quick,10000,ordered,380060,6
quick,10000,ordered,382173,7
quick,10000,ordered,383380,8
quick,10000,ordered,415379,9
quick,10000,ordered,382474,10
merge,10000,ordered,382172,1
merge,10000,ordered,432284,2
merge,10000,ordered,387002,3
merge,10000,ordered,388512,4
merge,10000,ordered,383984,5
merge,10000,ordered,399681,6
merge,10000,ordered,382474,7
merge,10000,ordered,440434,8
merge,10000,ordered,430473,9
merge,10000,ordered,502318,10
quick,10000,ordered,1023654,1
quick,10000,ordered,497187,2
quick,10000,ordered,487828,3
quick,10000,ordered,402398,4
quick,10000,ordered,399379,5
quick,10000,ordered,399983,6
quick,10000,ordered,411152,7
quick,10000,ordered,382474,8
quick,10000,ordered,383078,9
quick,10000,ordered,387606,10
quick,10000,ordered,412058,1
quick,10000,ordered,392436,2
quick,10000,ordered,446773,3
quick,10000,ordered,497790,4
quick,10000,ordered,436510,5
quick,10000,ordered,411152,6
quick,10000,ordered,381267,7
quick,10000,ordered,380965,8
quick,10000,ordered,381267,9
quick,10000,ordered,381870,10
merge,10000,ordered,405115,1
merge,10000,ordered,380663,2
merge,10000,ordered,381870,3
merge,10000,ordered,389116,4
merge,10000,ordered,383682,5
merge,10000,ordered,383380,6
merge,10000,ordered,383682,7
merge,10000,ordered,405719,8
merge,10000,ordered,384588,9
merge,10000,ordered,383984,10
quick,10000,ordered,383380,1
quick,10000,ordered,391531,2
quick,10000,ordered,395757,3
quick,10000,ordered,393946,4
quick,10000,ordered,409945,5
quick,10000,ordered,384588,6
quick,10000,ordered,394248,7
quick,10000,ordered,398775,8
quick,10000,ordered,403303,9
quick,10000,ordered,394247,10
