algorithm,num_elements,order,execution_time,replication
merge,10000,ordered,650840,1
merge,10000,ordered,517412,2
merge,10000,ordered,530090,3
merge,10000,ordered,511073,4
merge,10000,ordered,625483,5
merge,10000,ordered,551825,6
merge,10000,ordered,543373,7
merge,10000,ordered,531600,8
merge,10000,ordered,557259,9
merge,10000,ordered,681933,10
quick,10000,ordered,515600,1
quick,10000,ordered,507450,2
quick,10000,ordered,508657,3
quick,10000,ordered,516808,4
quick,10000,ordered,517412,5
quick,10000,ordered,544581,6
quick,10000,ordered,541562,7
quick,10000,ordered,570240,8
quick,10000,ordered,660199,9
quick,10000,ordered,542769,10
quick,10000,ordered,534317,1
quick,10000,ordered,519827,2
quick,10000,ordered,569032,3
quick,10000,ordered,537033,4
quick,10000,ordered,533412,5
quick,10000,ordered,544883,6
quick,10000,ordered,591673,7
quick,10000,ordered,701253,8
quick,10000,ordered,553033,9
quick,10000,ordered,541260,10
merge,10000,ordered,511676,1
merge,10000,ordered,534619,2
merge,10000,ordered,572051,3
merge,10000,ordered,560882,4
merge,10000,ordered,556958,5
merge,10000,ordered,602239,6
merge,10000,ordered,694914,7
merge,10000,ordered,531901,8
merge,10000,ordered,537034,9
merge,10000,ordered,560882,10
quick,10000,ordered,548505,1
quick,10000,ordered,519223,2
quick,10000,ordered,561787,3
quick,10000,ordered,533713,4
quick,10000,ordered,556354,5
quick,10000,ordered,666235,6
quick,10000,ordered,533411,7
quick,10000,ordered,525562,8
quick,10000,ordered,510469,9
quick,10000,ordered,519827,10
quick,10000,ordered,531600,1
quick,10000,ordered,14359237,2
quick,10000,ordered,396361,3
quick,10000,ordered,409039,4
quick,10000,ordered,414775,5
quick,10000,ordered,371305,6
quick,10000,ordered,370098,7
quick,10000,ordered,369494,8
quick,10000,ordered,381871,9
quick,10000,ordered,389116,10
merge,10000,ordered,375229,1
merge,10000,ordered,369192,2
merge,10000,ordered,390022,3
merge,10000,ordered,394247,4
merge,10000,ordered,385191,5
merge,10000,ordered,386096,6
merge,10000,ordered,369494,7
merge,10000,ordered,369192,8
merge,10000,ordered,370399,9
merge,10000,ordered,374927,10
quick,10000,ordered,368588,1
quick,10000,ordered,369796,2
quick,10000,ordered,370400,3
quick,10000,ordered,367985,4
quick,10000,ordered,369795,5
quick,10000,ordered,412662,6
quick,10000,ordered,370399,7
quick,10000,ordered,424736,8
quick,10000,ordered,384890,9
quick,10000,ordered,391833,10
quick,10000,ordered,427453,1
quick,10000,ordered,428359,2
quick,10000,ordered,367381,3
quick,10000,ordered,366777,4
quick,10000,ordered,369795,5
quick,10000,ordered,370399,6
quick,10000,ordered,389719,7
quick,10000,ordered,376738,8
quick,10000,ordered,368890,9
quick,10000,ordered,370702,10
merge,10000,ordered,390927,1
merge,10000,ordered,372512,2
merge,10000,ordered,371305,3
merge,10000,ordered,369796,4
merge,10000,ordered,392738,5
merge,10000,ordered,370701,6
merge,10000,ordered,375833,7
merge,10000,ordered,391531,8
merge,10000,ordered,371909,9
merge,10000,ordered,370098,10
quick,10000,ordered,389116,1
quick,10000,ordered,413869,2
quick,10000,ordered,618841,3
quick,10000,ordered,368287,4
quick,10000,ordered,368286,5
quick,10000,ordered,374626,6
quick,10000,ordered,367984,7
quick,10000,ordered,368890,8
quick,10000,ordered,372512,9
quick,10000,ordered,372814,10
quick,10000,ordered,379758,1
quick,10000,ordered,372512,2
quick,10000,ordered,369795,3
quick,10000,ordered,370701,4
quick,10000,ordered,374324,5
quick,10000,ordered,371909,6
quick,10000,ordered,373116,7
quick,10000,ordered,394549,8
quick,10000,ordered,393342,9
quick,10000,ordered,373720,10
merge,10000,ordered,373117,1
merge,10000,ordered,370399,2
merge,10000,ordered,370399,3
merge,10000,ordered,374625,4
merge,10000,ordered,371606,5
merge,10000,ordered,451603,6
merge,10000,ordered,378550,7
merge,10000,ordered,453112,8
merge,10000,ordered,388814,9
merge,10000,ordered,371607,10
quick,10000,ordered,392135,1
quick,10000,ordered,381267,2
quick,10000,ordered,384286,3
quick,10000,ordered,396361,4
quick,10000,ordered,381870,5
quick,10000,ordered,380059,6
quick,10000,ordered,370097,7
quick,10000,ordered,388814,8
quick,10000,ordered,372513,9
quick,10000,ordered,372211,10
quick,10000,ordered,382776,1
quick,10000,ordered,377946,2
quick,10000,ordered,371003,3
quick,10000,ordered,371305,4
quick,10000,ordered,370701,5
quick,10000,ordered,392436,6
quick,10000,ordered,371304,7
quick,10000,ordered,414171,8
quick,10000,ordered,373116,9
quick,10000,ordered,371909,10
merge,10000,ordered,373720,1
merge,10000,ordered,375532,2
merge,10000,ordered,382474,3
merge,10000,ordered,402398,4
merge,10000,ordered,429567,5
merge,10000,ordered,372814,6
merge,10000,ordered,393341,7
merge,10000,ordered,370701,8
merge,10000,ordered,370702,9
merge,10000,ordered,404511,10
quick,10000,ordered,376739,1
quick,10000,ordered,384587,2
quick,10000,ordered,380663,3
quick,10000,ordered,372210,4
quick,10000,ordered,567523,5
quick,10000,ordered,371909,6
quick,10000,ordered,370097,7
quick,10000,ordered,412963,8
quick,10000,ordered,369493,9
quick,10000,ordered,393644,10
quick,10000,ordered,379757,1
quick,10000,ordered,381870,2
quick,10000,ordered,378248,3
quick,10000,ordered,370400,4
quick,10000,ordered,368890,5
quick,10000,ordered,370701,6
quick,10000,ordered,369796,7
quick,10000,ordered,370702,8
quick,10000,ordered,414171,9
quick,10000,ordered,426547,10
merge,10000,ordered,367984,1
merge,10000,ordered,368890,2
merge,10000,ordered,370098,3
merge,10000,ordered,408436,4
merge,10000,ordered,370098,5
merge,10000,ordered,369192,6
merge,10000,ordered,370399,7
merge,10000,ordered,379154,8
merge,10000,ordered,370702,9
merge,10000,ordered,368890,10
quick,10000,ordered,371003,1
quick,10000,ordered,369796,2
quick,10000,ordered,370098,3
quick,10000,ordered,400285,4
quick,10000,ordered,372814,5
quick,10000,ordered,391229,6
quick,10000,ordered,373116,7
quick,10000,ordered,371003,8
quick,10000,ordered,395757,9
quick,10000,ordered,370400,10
quick,10000,ordered,401794,1
quick,10000,ordered,371305,2
quick,10000,ordered,369796,3
quick,10000,ordered,403606,4
quick,10000,ordered,368588,5
quick,10000,ordered,371003,6
quick,10000,ordered,426246,7
quick,10000,ordered,366475,8
quick,10000,ordered,367380,9
quick,10000,ordered,366475,10
merge,10000,ordered,368287,1
merge,10000,ordered,439529,2
merge,10000,ordered,390021,3
merge,10000,ordered,378550,4
merge,10000,ordered,372814,5
merge,10000,ordered,366777,6
merge,10000,ordered,401492,7
merge,10000,ordered,371003,8
merge,10000,ordered,369192,9
merge,10000,ordered,368286,10
quick,10000,ordered,369796,1
quick,10000,ordered,369796,2
quick,10000,ordered,367682,3
quick,10000,ordered,398172,4
quick,10000,ordered,370701,5
quick,10000,ordered,410246,6
quick,10000,ordered,369795,7
quick,10000,ordered,371909,8
quick,10000,ordered,394247,9
quick,10000,ordered,391531,10
quick,10000,ordered,386097,1
quick,10000,ordered,400285,2
quick,10000,ordered,414171,3
quick,10000,ordered,368890,4
quick,10000,ordered,371304,5
quick,10000,ordered,370098,6
quick,10000,ordered,393946,7
quick,10000,ordered,372211,8
quick,10000,ordered,369796,9
quick,10000,ordered,370701,10
merge,10000,ordered,371003,1
merge,10000,ordered,374022,2
merge,10000,ordered,370098,3
merge,10000,ordered,369192,4
merge,10000,ordered,389418,5
merge,10000,ordered,393040,6
merge,10000,ordered,373418,7
merge,10000,ordered,394247,8
merge,10000,ordered,382172,9
merge,10000,ordered,371003,10
quick,10000,ordered,376437,1
quick,10000,ordered,371003,2
quick,10000,ordered,369494,3
quick,10000,ordered,393040,4
quick,10000,ordered,371607,5
quick,10000,ordered,444962,6
quick,10000,ordered,368588,7
quick,10000,ordered,399681,8
quick,10000,ordered,394248,9
quick,10000,ordered,369796,10
quick,10000,ordered,418700,1
quick,10000,ordered,378248,2
quick,10000,ordered,407831,3
quick,10000,ordered,376738,4
quick,10000,ordered,374927,5
quick,10000,ordered,378248,6
quick,10000,ordered,377946,7
quick,10000,ordered,381870,8
quick,10000,ordered,422623,9
quick,10000,ordered,380361,10
merge,10000,ordered,377040,1
merge,10000,ordered,400888,2
merge,10000,ordered,376134,3
merge,10000,ordered,398474,4
merge,10000,ordered,379757,5
merge,10000,ordered,377946,6
merge,10000,ordered,401795,7
merge,10000,ordered,377644,8
merge,10000,ordered,403605,9
merge,10000,ordered,376437,10
quick,10000,ordered,381266,1
quick,10000,ordered,399983,2
quick,10000,ordered,399682,3
quick,10000,ordered,419605,4
quick,10000,ordered,410549,5
quick,10000,ordered,378550,6
quick,10000,ordered,376437,7
quick,10000,ordered,420208,8
quick,10000,ordered,402700,9
quick,10000,ordered,376739,10
quick,10000,ordered,387908,1
quick,10000,ordered,426548,2
quick,10000,ordered,371305,3
quick,10000,ordered,394247,4
quick,10000,ordered,369795,5
quick,10000,ordered,371909,6
quick,10000,ordered,375230,7
quick,10000,ordered,423831,8
quick,10000,ordered,368890,9
quick,10000,ordered,370097,10
merge,10000,ordered,369493,1
merge,10000,ordered,370400,2
merge,10000,ordered,370701,3
merge,10000,ordered,373720,4
merge,10000,ordered,372513,5
merge,10000,ordered,378248,6
merge,10000,ordered,372512,7
merge,10000,ordered,396058,8
merge,10000,ordered,405417,9
merge,10000,ordered,425944,10
quick,10000,ordered,372210,1
quick,10000,ordered,370097,2
quick,10000,ordered,395153,3
quick,10000,ordered,391531,4
quick,10000,ordered,374324,5
quick,10000,ordered,370098,6
quick,10000,ordered,371305,7
quick,10000,ordered,373418,8
quick,10000,ordered,412963,9
quick,10000,ordered,373116,10
quick,10000,ordered,399078,1
quick,10000,ordered,370098,2
quick,10000,ordered,370399,3
quick,10000,ordered,372512,4
quick,10000,ordered,369493,5
quick,10000,ordered,371305,6
quick,10000,ordered,371909,7
quick,10000,ordered,369796,8
quick,10000,ordered,369795,9
quick,10000,ordered,372210,10
merge,10000,ordered,371606,1
merge,10000,ordered,369493,2
merge,10000,ordered,374927,3
merge,10000,ordered,393040,4
merge,10000,ordered,369795,5
merge,10000,ordered,369796,6
merge,10000,ordered,431981,7
merge,10000,ordered,393040,8
merge,10000,ordered,369796,9
merge,10000,ordered,392135,10
quick,10000,ordered,368890,1
quick,10000,ordered,425039,2
quick,10000,ordered,389116,3
quick,10000,ordered,368588,4
quick,10000,ordered,368588,5
quick,10000,ordered,368588,6
quick,10000,ordered,373117,7
quick,10000,ordered,372512,8
quick,10000,ordered,371305,9
quick,10000,ordered,369192,10
quick,10000,ordered,393643,1
quick,10000,ordered,370399,2
quick,10000,ordered,370399,3
quick,10000,ordered,371004,4
quick,10000,ordered,373116,5
quick,10000,ordered,371607,6
quick,10000,ordered,369192,7
quick,10000,ordered,371909,8
quick,10000,ordered,373117,9
quick,10000,ordered,393644,10
merge,10000,ordered,371003,1
merge,10000,ordered,400889,2
merge,10000,ordered,413869,3
merge,10000,ordered,370701,4
merge,10000,ordered,436812,5
merge,10000,ordered,368890,6
merge,10000,ordered,368287,7
merge,10000,ordered,368589,8
merge,10000,ordered,375531,9
merge,10000,ordered,401492,10
quick,10000,ordered,388511,1
quick,10000,ordered,369795,2
quick,10000,ordered,407530,3
quick,10000,ordered,368890,4
quick,10000,ordered,369494,5
quick,10000,ordered,371607,6
quick,10000,ordered,371908,7
quick,10000,ordered,398171,8
quick,10000,ordered,373418,9
quick,10000,ordered,371003,10
quick,10000,ordered,408435,1
quick,10000,ordered,371607,2
quick,10000,ordered,380965,3
quick,10000,ordered,380059,4
quick,10000,ordered,444057,5
quick,10000,ordered,369192,6
quick,10000,ordered,374626,7
quick,10000,ordered,396058,8
quick,10000,ordered,392134,9
quick,10000,ordered,370399,10
merge,10000,ordered,370701,1
merge,10000,ordered,370399,2
merge,10000,ordered,408737,3
merge,10000,ordered,369494,4
merge,10000,ordered,371909,5
merge,10000,ordered,369795,6
merge,10000,ordered,373418,7
merge,10000,ordered,392135,8
merge,10000,ordered,369796,9
merge,10000,ordered,371607,10
quick,10000,ordered,372513,1
quick,10000,ordered,373116,2
quick,10000,ordered,374324,3
quick,10000,ordered,371305,4
quick,10000,ordered,370097,5
quick,10000,ordered,374928,6
quick,10000,ordered,377946,7
quick,10000,ordered,395153,8
quick,10000,ordered,387606,9
quick,10000,ordered,372210,10
quick,10000,ordered,383078,1
quick,10000,ordered,370701,2
quick,10000,ordered,368890,3
quick,10000,ordered,371305,4
quick,10000,ordered,401493,5
quick,10000,ordered,421416,6
quick,10000,ordered,391229,7
quick,10000,ordered,370701,8
quick,10000,ordered,371003,9
quick,10000,ordered,390021,10
merge,10000,ordered,371305,1
merge,10000,ordered,369192,2
merge,10000,ordered,397266,3
merge,10000,ordered,375229,4
merge,10000,ordered,395757,5
merge,10000,ordered,371305,6
merge,10000,ordered,370098,7
merge,10000,ordered,370701,8
merge,10000,ordered,422624,9
merge,10000,ordered,367682,10
quick,10000,ordered,367984,1
quick,10000,ordered,369192,2
quick,10000,ordered,443151,3
quick,10000,ordered,393945,4
quick,10000,ordered,372512,5
quick,10000,ordered,370701,6
quick,10000,ordered,373117,7
quick,10000,ordered,372210,8
quick,10000,ordered,370399,9
quick,10000,ordered,400284,10
quick,10000,ordered,422624,1
quick,10000,ordered,372814,2
quick,10000,ordered,371003,3
quick,10000,ordered,368890,4
quick,10000,ordered,409039,5
quick,10000,ordered,371607,6
quick,10000,ordered,395153,7
quick,10000,ordered,373116,8
quick,10000,ordered,381871,9
quick,10000,ordered,392436,10
merge,10000,ordered,397870,1
merge,10000,ordered,371305,2
merge,10000,ordered,371003,3
merge,10000,ordered,392437,4
merge,10000,ordered,369192,5
merge,10000,ordered,374022,6
merge,10000,ordered,372512,7
merge,10000,ordered,372211,8
merge,10000,ordered,372815,9
merge,10000,ordered,376739,10
quick,10000,ordered,371003,1
quick,10000,ordered,371607,2
quick,10000,ordered,371003,3
quick,10000,ordered,371305,4
quick,10000,ordered,373116,5
quick,10000,ordered,371607,6
quick,10000,ordered,418397,7
quick,10000,ordered,441641,8
quick,10000,ordered,375531,9
quick,10000,ordered,369493,10
quick,10000,ordered,389719,1
quick,10000,ordered,447981,2
quick,10000,ordered,369494,3
quick,10000,ordered,435906,4
quick,10000,ordered,367984,5
quick,10000,ordered,367984,6
quick,10000,ordered,394851,7
quick,10000,ordered,377040,8
quick,10000,ordered,371003,9
quick,10000,ordered,372211,10
merge,10000,ordered,371003,1
merge,10000,ordered,372815,2
merge,10000,ordered,371003,3
merge,10000,ordered,398172,4
merge,10000,ordered,373116,5
merge,10000,ordered,413567,6
merge,10000,ordered,371908,7
merge,10000,ordered,374022,8
merge,10000,ordered,392738,9
merge,10000,ordered,397568,10
quick,10000,ordered,396058,1
quick,10000,ordered,403303,2
quick,10000,ordered,371305,3
quick,10000,ordered,413266,4
quick,10000,ordered,370399,5
quick,10000,ordered,383984,6
quick,10000,ordered,373720,7
quick,10000,ordered,394247,8
quick,10000,ordered,372814,9
quick,10000,ordered,392437,10
quick,10000,ordered,380663,1
quick,10000,ordered,392436,2
quick,10000,ordered,393341,3
quick,10000,ordered,373418,4
quick,10000,ordered,369796,5
quick,10000,ordered,398474,6
quick,10000,ordered,371909,7
quick,10000,ordered,3823233,8
quick,10000,ordered,395153,9
quick,10000,ordered,399681,10
merge,10000,ordered,367984,1
merge,10000,ordered,390927,2
merge,10000,ordered,367381,3
merge,10000,ordered,377946,4
merge,10000,ordered,405115,5
merge,10000,ordered,398776,6
merge,10000,ordered,402398,7
merge,10000,ordered,368890,8
merge,10000,ordered,369192,9
merge,10000,ordered,394549,10
quick,10000,ordered,391531,1
quick,10000,ordered,378549,2
quick,10000,ordered,370097,3
quick,10000,ordered,389417,4
quick,10000,ordered,383682,5
quick,10000,ordered,379456,6
quick,10000,ordered,386398,7
quick,10000,ordered,372210,8
quick,10000,ordered,372814,9
quick,10000,ordered,387305,10
quick,10000,ordered,392436,1
quick,10000,ordered,385795,2
quick,10000,ordered,379154,3
quick,10000,ordered,369796,4
quick,10000,ordered,417491,5
quick,10000,ordered,369192,6
quick,10000,ordered,371908,7
quick,10000,ordered,392738,8
quick,10000,ordered,367984,9
quick,10000,ordered,369494,10
merge,10000,ordered,405115,1
merge,10000,ordered,403304,2
merge,10000,ordered,389417,3
merge,10000,ordered,369493,4
merge,10000,ordered,390625,5
merge,10000,ordered,370701,6
merge,10000,ordered,404813,7
merge,10000,ordered,384285,8
merge,10000,ordered,370701,9
merge,10000,ordered,501714,10
quick,10000,ordered,414473,1
quick,10000,ordered,383078,2
quick,10000,ordered,380965,3
quick,10000,ordered,416888,4
quick,10000,ordered,524657,5
quick,10000,ordered,476659,6
quick,10000,ordered,559674,7
quick,10000,ordered,444057,8
quick,10000,ordered,406020,9
quick,10000,ordered,409341,10
quick,10000,ordered,390022,1
quick,10000,ordered,409039,2
quick,10000,ordered,390625,3
quick,10000,ordered,366173,4
quick,10000,ordered,396663,5
quick,10000,ordered,390625,6
quick,10000,ordered,369191,7
quick,10000,ordered,367381,8
quick,10000,ordered,369796,9
quick,10000,ordered,412963,10
merge,10000,ordered,390927,1
merge,10000,ordered,380059,2
merge,10000,ordered,378851,3
merge,10000,ordered,419001,4
merge,10000,ordered,371607,5
merge,10000,ordered,371908,6
merge,10000,ordered,374324,7
merge,10000,ordered,392436,8
merge,10000,ordered,377946,9
merge,10000,ordered,383380,10
quick,10000,ordered,379757,1
quick,10000,ordered,382474,2
quick,10000,ordered,383983,3
quick,10000,ordered,372814,4
quick,10000,ordered,379154,5
quick,10000,ordered,380663,6
quick,10000,ordered,409945,7
quick,10000,ordered,403002,8
quick,10000,ordered,383682,9
quick,10000,ordered,377040,10
quick,10000,ordered,457037,1
quick,10000,ordered,442245,2
quick,10000,ordered,378852,3
quick,10000,ordered,370701,4
quick,10000,ordered,373720,5
quick,10000,ordered,375229,6
quick,10000,ordered,378550,7
quick,10000,ordered,401190,8
quick,10000,ordered,415680,9
quick,10000,ordered,413869,10
merge,10000,ordered,390021,1
merge,10000,ordered,368890,2
merge,10000,ordered,390021,3
merge,10000,ordered,372211,4
merge,10000,ordered,386097,5
merge,10000,ordered,391228,6
merge,10000,ordered,370701,7
merge,10000,ordered,371909,8
merge,10000,ordered,365267,9
merge,10000,ordered,389115,10
quick,10000,ordered,389417,1
quick,10000,ordered,400284,2
quick,10000,ordered,382776,3
quick,10000,ordered,390625,4
quick,10000,ordered,368890,5
quick,10000,ordered,398171,6
quick,10000,ordered,397568,7
quick,10000,ordered,397568,8
quick,10000,ordered,398775,9
quick,10000,ordered,398775,10
quick,10000,ordered,412661,1
quick,10000,ordered,376135,2
quick,10000,ordered,370400,3
quick,10000,ordered,371003,4
quick,10000,ordered,370400,5
quick,10000,ordered,385191,6
quick,10000,ordered,399379,7
quick,10000,ordered,372210,8
quick,10000,ordered,372211,9
quick,10000,ordered,396964,10
merge,10000,ordered,415982,1
merge,10000,ordered,368286,2
merge,10000,ordered,373116,3
merge,10000,ordered,393342,4
merge,10000,ordered,387908,5
merge,10000,ordered,526166,6
merge,10000,ordered,367380,7
merge,10000,ordered,370701,8
merge,10000,ordered,384587,9
merge,10000,ordered,377644,10
quick,10000,ordered,377947,1
quick,10000,ordered,383984,2
quick,10000,ordered,378852,3
quick,10000,ordered,384587,4
quick,10000,ordered,368890,5
quick,10000,ordered,370701,6
quick,10000,ordered,375229,7
quick,10000,ordered,373418,8
quick,10000,ordered,371909,9
quick,10000,ordered,376135,10
